"caseid","weight","wave","state","district","state_district","gender","age","caste","urban","n7ky23","n7ky23_recode"
12122,1.2508144075,"2024","Maharashtra","Wardha","Maharashtra, Wardha","Female","45+","Other Castes","Urban","Very worried",1
12123,0.91059288866,"2024","Rajasthan","Sikar","Rajasthan, Sikar","Male","18-29","Other Castes","Rural","Very worried",1
12124,0.6504234919,"2024","Uttar Pradesh","Budaun","Uttar Pradesh, Budaun","Male","30-44","Other Castes","Urban","Very worried",1
12125,2.42157669292,"2024","Uttar Pradesh","Budaun","Uttar Pradesh, Budaun","Male","18-29","Other Castes","Rural","Very worried",1
12127,1.32086001432,"2024","Uttar Pradesh","Muzaffarnagar","Uttar Pradesh, Muzaffarnagar","Male","45+","Other Castes","Rural","Very worried",1
12128,2.11137471986,"2024","Jharkhand","Ranchi","Jharkhand, Ranchi","Male","45+","Other Castes","Urban","Moderately worried",0
12129,0.8505537971,"2024","Uttar Pradesh","Unnao","Uttar Pradesh, Unnao","Male","45+","Other Castes","Rural","Very worried",1
12130,2.06134214356,"2024","Uttar Pradesh","Agra","Uttar Pradesh, Agra","Female","30-44","Scheduled Castes/Tribes","Urban","Moderately worried",0
12132,1.19077531594,"2024","Punjab","Bathinda","Punjab, Bathinda","Female","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
12133,0.84054728184,"2024","Uttar Pradesh","Kannauj","Uttar Pradesh, Kannauj","Male","30-44","Other Castes","Rural","Very worried",1
12134,1.7011075942,"2024","Jharkhand","Ranchi","Jharkhand, Ranchi","Male","30-44","Other Castes","Rural","Very worried",1
12135,0.67043652242,"2024","Haryana","Karnal","Haryana, Karnal","Female","30-44","Other Castes","Urban","Moderately worried",0
12136,0.8505537971,"2024","Gujarat","Banaskantha","Gujarat, Banaskantha","Male","30-44","Other Castes","Rural","Very worried",1
12137,0.76049515976,"2024","Uttar Pradesh","Mainpuri","Uttar Pradesh, Mainpuri","Female","45+","Other Castes","Urban","Very worried",1
12138,0.73047561398,"2024","Uttar Pradesh","Ghaziabad","Uttar Pradesh, Ghaziabad","Male","45+","Other Castes","Rural","Not at all worried",0
12139,0.41026712566,"2024","Maharashtra","Sangli","Maharashtra, Sangli","Female","30-44","Other Castes","Urban","Very worried",1
12140,1.11072319386,"2024","Maharashtra","Aurangabad","Maharashtra, Aurangabad","Female","18-29","Scheduled Castes/Tribes","Rural","Very worried",1
12141,0.83054076658,"2024","Uttar Pradesh","Mathura","Uttar Pradesh, Mathura","Female","30-44","Other Castes","Urban","Not at all worried",0
12142,0.57037136982,"2024","Uttar Pradesh","Pilibhit","Uttar Pradesh, Pilibhit","Female","45+","Other Castes","Urban","Very worried",1
12143,0.81052773606,"2024","Uttar Pradesh","Budaun","Uttar Pradesh, Budaun","Male","18-29","Scheduled Castes/Tribes","Urban","Not at all worried",0
12144,0.83054076658,"2024","Uttar Pradesh","Agra","Uttar Pradesh, Agra","Female","30-44","Other Castes","Urban","Moderately worried",0
12145,0.97063198022,"2024","Jharkhand","East Singhbhum","Jharkhand, East Singhbhum","Female","30-44","Other Castes","Rural","Very worried",1
12146,0.58037788508,"2024","Jharkhand","Garhwa","Jharkhand, Garhwa","Female","30-44","Other Castes","Urban","Moderately worried",0
12147,0.73047561398,"2024","Uttar Pradesh","Moradabad","Uttar Pradesh, Moradabad","Female","18-29","Other Castes","Urban","Very worried",1
12148,1.09071016334,"2024","Uttar Pradesh","Fatehpur","Uttar Pradesh, Fatehpur","Female","18-29","Other Castes","Rural","Very worried",1
12149,0.66043000716,"2024","Maharashtra","Pune","Maharashtra, Pune","Female","30-44","Other Castes","Urban","Very worried",1
12150,0.5503583393,"2024","Uttar Pradesh","Sant Kabir Nagar","Uttar Pradesh, Sant Kabir Nagar","Female","30-44","Other Castes","Rural","Very worried",1
12151,0.66043000716,"2024","Maharashtra","Beed","Maharashtra, Beed","Female","30-44","Other Castes","Urban","Moderately worried",0
12153,0.77050167502,"2024","Jharkhand","Hazaribag","Jharkhand, Hazaribag","Female","30-44","Other Castes","Rural","Very worried",1
12154,0.9005863734,"2024","Jharkhand","Gumla","Jharkhand, Gumla","Male","18-29","Other Castes","Rural","Very worried",1
12155,0.6504234919,"2024","Bihar","Rohtas","Bihar, Rohtas","Female","18-29","Scheduled Castes/Tribes","Urban","Moderately worried",0
12156,1.9512704757,"2024","Uttar Pradesh","Mahoba","Uttar Pradesh, Mahoba","Female","18-29","Other Castes","Rural","Very worried",1
12157,1.28083395328,"2024","Uttar Pradesh","Kannauj","Uttar Pradesh, Kannauj","Female","18-29","Scheduled Castes/Tribes","Rural","Very worried",1
12158,0.47030621722,"2024","Jharkhand","Hazaribag","Jharkhand, Hazaribag","Female","30-44","Other Castes","Urban","Moderately worried",0
12159,0.29018894254,"2024","Maharashtra","Wardha","Maharashtra, Wardha","Female","30-44","Scheduled Castes/Tribes","Urban","Very worried",1
12160,0.41026712566,"2024","Uttar Pradesh","Gorakhpur","Uttar Pradesh, Gorakhpur","Male","45+","Other Castes","Urban","Not at all worried",0
12161,1.06069061756,"2024","Uttar Pradesh","Saharanpur","Uttar Pradesh, Saharanpur","Male","18-29","Other Castes","Rural","Very worried",1
12162,0.43028015618,"2024","Gujarat","Junagadh","Gujarat, Junagadh","Male","30-44","Other Castes","Rural","Very worried",1
12164,3.33216958158,"2024","Rajasthan","Bharatpur","Rajasthan, Bharatpur","Female","45+","Other Castes","Urban","Moderately worried",0
12165,0.86056031236,"2024","Maharashtra","Ahmednagar","Maharashtra, Ahmednagar","Female","45+","Other Castes","Rural","Very worried",1
12166,1.06069061756,"2024","Uttar Pradesh","Muzaffarnagar","Uttar Pradesh, Muzaffarnagar","Male","18-29","Other Castes","Rural","Not very worried",0
12167,1.59103592634,"2024","Jharkhand","East Singhbhum","Jharkhand, East Singhbhum","Female","30-44","Other Castes","Urban","Very worried",1
12168,0.66043000716,"2024","Maharashtra","Nanded","Maharashtra, Nanded","Female","30-44","Other Castes","Urban","Very worried",1
12169,1.36088607536,"2024","Punjab","Bathinda","Punjab, Bathinda","Female","45+","Other Castes","Urban","Very worried",1
12172,1.08070364808,"2024","Maharashtra","Beed","Maharashtra, Beed","Female","30-44","Other Castes","Rural","Very worried",1
12175,0.53034530878,"2024","Bihar","Vaishali","Bihar, Vaishali","Female","18-29","Other Castes","Rural","Moderately worried",0
12176,0.41026712566,"2024","Maharashtra","Akola","Maharashtra, Akola","Female","30-44","Other Castes","Urban","Very worried",1
12177,0.8505537971,"2024","Uttar Pradesh","Lalitpur","Uttar Pradesh, Lalitpur","Female","18-29","Other Castes","Urban","Not at all worried",0
12178,1.11072319386,"2024","Uttar Pradesh","Chandauli","Uttar Pradesh, Chandauli","Female","18-29","Other Castes","Rural","Very worried",1
12179,0.67043652242,"2024","Bihar","Samastipur","Bihar, Samastipur","Female","30-44","Other Castes","Rural","Very worried",1
12180,0.97063198022,"2024","Tamil Nadu","Salem","Tamil Nadu, Salem","Male","45+","Scheduled Castes/Tribes","Rural","Very worried",1
12181,1.04067758704,"2024","Rajasthan","Kota","Rajasthan, Kota","Male","45+","Scheduled Castes/Tribes","Urban","Very worried",1
12182,1.08070364808,"2024","Rajasthan","Jalore","Rajasthan, Jalore","Male","18-29","Other Castes","Urban","Very worried",1
12183,0.87056682762,"2024","Maharashtra","Buldhana","Maharashtra, Buldhana","Female","45+","Other Castes","Rural","Very worried",1
12184,0.42027364092,"2024","Bihar","Samastipur","Bihar, Samastipur","Female","45+","Other Castes","Rural","Moderately worried",0
12185,0.94061243444,"2024","Maharashtra","Nagpur","Maharashtra, Nagpur","Female","30-44","Other Castes","Urban","Very worried",1
12186,0.71046258346,"2024","Bihar","Katihar","Bihar, Katihar","Male","18-29","Other Castes","Rural","Moderately worried",0
12187,0.9506189497,"2024","Punjab","Ludhiana","Punjab, Ludhiana","Female","45+","Other Castes","Rural","Moderately worried",0
12188,0.93060591918,"2024","Uttarakhand","Udham Singh Nagar","Uttarakhand, Udham Singh Nagar","Female","30-44","Other Castes","Urban","Very worried",1
12189,0.5503583393,"2024","Uttar Pradesh","Ghaziabad","Uttar Pradesh, Ghaziabad","Female","30-44","Other Castes","Rural","Very worried",1
12190,1.06069061756,"2024","Uttar Pradesh","Gonda","Uttar Pradesh, Gonda","Male","18-29","Other Castes","Rural","Not at all worried",0
12191,0.76049515976,"2024","Uttar Pradesh","Muzaffarnagar","Uttar Pradesh, Muzaffarnagar","Female","45+","Other Castes","Rural","Very worried",1
12192,0.76049515976,"2024","Jharkhand","Giridih","Jharkhand, Giridih","Female","30-44","Other Castes","Rural","Very worried",1
12193,2.12138123512,"2024","Gujarat","Jamnagar","Gujarat, Jamnagar","Male","45+","Other Castes","Rural","Not at all worried",0
12194,0.87056682762,"2024","Uttar Pradesh","Gonda","Uttar Pradesh, Gonda","Female","30-44","Other Castes","Rural","Very worried",1
12195,0.43028015618,"2024","Uttar Pradesh","Ghazipur","Uttar Pradesh, Ghazipur","Male","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
12196,0.58037788508,"2024","Maharashtra","Jalna","Maharashtra, Jalna","Female","30-44","Other Castes","Urban","Very worried",1
12197,0.67043652242,"2024","Maharashtra","Nashik","Maharashtra, Nashik","Female","45+","Other Castes","Urban","Very worried",1
12198,1.23080137698,"2024","Maharashtra","Ahmednagar","Maharashtra, Ahmednagar","Female","45+","Other Castes","Urban","Very worried",1
12199,0.67043652242,"2024","Maharashtra","Satara","Maharashtra, Satara","Female","45+","Scheduled Castes/Tribes","Urban","Moderately worried",0
12200,1.11072319386,"2024","Uttar Pradesh","Budaun","Uttar Pradesh, Budaun","Female","18-29","Other Castes","Rural","Very worried",1
12201,1.29084046854,"2024","Maharashtra","Yavatmal","Maharashtra, Yavatmal","Female","30-44","Other Castes","Urban","Moderately worried",0
12202,2.23145290298,"2024","Bihar","Araria","Bihar, Araria","Female","45+","Other Castes","Rural","Very worried",1
12203,0.84054728184,"2024","Uttar Pradesh","Lakhimpur Kheri","Uttar Pradesh, Lakhimpur Kheri","Male","30-44","Scheduled Castes/Tribes","Rural","Moderately worried",0
12205,0.99064501074,"2024","Uttar Pradesh","Bijnor","Uttar Pradesh, Bijnor","Male","45+","Other Castes","Rural","Not at all worried",0
12207,0.87056682762,"2024","Maharashtra","Amravati","Maharashtra, Amravati","Female","45+","Other Castes","Rural","Very worried",1
12209,2.24145941824,"2024","Maharashtra","Thane","Maharashtra, Thane","Female","45+","Other Castes","Urban","Very worried",1
12210,0.61039743086,"2024","Maharashtra","Solapur","Maharashtra, Solapur","Female","18-29","Other Castes","Urban","Very worried",1
12211,0.67043652242,"2024","Bihar","Siwan","Bihar, Siwan","Female","45+","Other Castes","Rural","Moderately worried",0
12212,0.96062546496,"2024","Tamil Nadu","Namakkal","Tamil Nadu, Namakkal","Male","45+","Scheduled Castes/Tribes","Rural","Not at all worried",0
12213,0.81052773606,"2024","Uttar Pradesh","Allahabad","Uttar Pradesh, Allahabad","Female","18-29","Other Castes","Rural","Very worried",1
12214,1.11072319386,"2024","Maharashtra","Nashik","Maharashtra, Nashik","Female","18-29","Other Castes","Rural","Very worried",1
12215,0.92059940392,"2024","Uttar Pradesh","Shahjahanpur","Uttar Pradesh, Shahjahanpur","Male","30-44","Other Castes","Rural","Very worried",1
12216,0.66043000716,"2024","Uttar Pradesh","Shamli","Uttar Pradesh, Shamli","Female","30-44","Other Castes","Urban","Not at all worried",0
12217,0.72046909872,"2024","Chattisgarh","Raigarh","Chattisgarh, Raigarh","Male","30-44","Other Castes","Urban","Very worried",1
12218,0.58037788508,"2024","NE","East Khasi Hills","NE, East Khasi Hills","Male","45+","Scheduled Castes/Tribes","Urban","Moderately worried",0
12219,0.87056682762,"2024","Maharashtra","Akola","Maharashtra, Akola","Female","45+","Other Castes","Rural","Very worried",1
12220,0.47030621722,"2024","Jharkhand","Deoghar","Jharkhand, Deoghar","Male","30-44","Other Castes","Rural","Moderately worried",0
12221,1.21078834646,"2024","Punjab","Sangrur","Punjab, Sangrur","Male","45+","Scheduled Castes/Tribes","Rural","Refused",0
12222,1.22079486172,"2024","Uttar Pradesh","Kanpur Nagar","Uttar Pradesh, Kanpur Nagar","Male","18-29","Other Castes","Rural","Moderately worried",0
12223,0.72046909872,"2024","Uttar Pradesh","Sitapur","Uttar Pradesh, Sitapur","Female","30-44","Other Castes","Urban","Very worried",1
12224,2.18142032668,"2024","NE","East Khasi Hills","NE, East Khasi Hills","Female","45+","Other Castes","Urban","Very worried",1
12227,1.08070364808,"2024","Uttar Pradesh","Ghazipur","Uttar Pradesh, Ghazipur","Female","18-29","Scheduled Castes/Tribes","Rural","Very worried",1
12228,1.0506841023,"2024","Uttar Pradesh","Bareilly","Uttar Pradesh, Bareilly","Male","30-44","Other Castes","Rural","Very worried",1
12229,1.24080789224,"2024","Jharkhand","Bokaro","Jharkhand, Bokaro","Male","18-29","Other Castes","Rural","Very worried",1
12230,0.46029970196,"2024","Rajasthan","Jodhpur","Rajasthan, Jodhpur","Female","30-44","Other Castes","Urban","Very worried",1
12231,1.53099683478,"2024","Bihar","Darbhanga","Bihar, Darbhanga","Female","18-29","Other Castes","Rural","Very worried",1
12232,1.27082743802,"2024","Maharashtra","Yavatmal","Maharashtra, Yavatmal","Female","18-29","Scheduled Castes/Tribes","Rural","Moderately worried",0
12233,1.06069061756,"2024","Tamil Nadu","Theni","Tamil Nadu, Theni","Male","30-44","Other Castes","Rural","Moderately worried",0
12234,0.8505537971,"2024","Uttar Pradesh","Lalitpur","Uttar Pradesh, Lalitpur","Male","45+","Other Castes","Rural","Very worried",1
12235,0.77050167502,"2024","NE","North Tripura","NE, North Tripura","Female","45+","Scheduled Castes/Tribes","Rural","Moderately worried",0
12236,1.09071016334,"2024","Uttar Pradesh","Mau","Uttar Pradesh, Mau","Female","18-29","Other Castes","Rural","Very worried",1
12237,1.11072319386,"2024","Jharkhand","Ranchi","Jharkhand, Ranchi","Female","45+","Other Castes","Urban","Moderately worried",0
12238,0.94061243444,"2024","Uttar Pradesh","Shahjahanpur","Uttar Pradesh, Shahjahanpur","Male","18-29","Other Castes","Urban","Very worried",1
12240,1.21078834646,"2024","Bihar","Patna","Bihar, Patna","Male","45+","Other Castes","Rural","Moderately worried",0
12242,0.77050167502,"2024","Jharkhand","Garhwa","Jharkhand, Garhwa","Female","30-44","Other Castes","Rural","Very worried",1
12244,0.87056682762,"2024","Maharashtra","Nashik","Maharashtra, Nashik","Female","45+","Other Castes","Rural","Very worried",1
12245,0.69044955294,"2024","Maharashtra","Wardha","Maharashtra, Wardha","Female","30-44","Other Castes","Rural","Very worried",1
12247,0.77050167502,"2024","Uttar Pradesh","Unnao","Uttar Pradesh, Unnao","Male","18-29","Other Castes","Rural","Very worried",1
12248,0.77050167502,"2024","Jharkhand","Seraikela Kharsawan","Jharkhand, Seraikela Kharsawan","Female","30-44","Other Castes","Rural","Very worried",1
12249,0.64041697664,"2024","Bihar","Madhubani","Bihar, Madhubani","Male","30-44","Other Castes","Rural","Not very worried",0
12250,1.18076880068,"2024","Punjab","Ludhiana","Punjab, Ludhiana","Female","45+","Other Castes","Urban","Very worried",1
12251,0.64041697664,"2024","Bihar","Nalanda","Bihar, Nalanda","Female","30-44","Other Castes","Urban","Very worried",1
12252,2.31150502506,"2024","Jharkhand","Bokaro","Jharkhand, Bokaro","Female","30-44","Other Castes","Urban","Very worried",1
12253,0.66043000716,"2024","Maharashtra","Solapur","Maharashtra, Solapur","Female","30-44","Other Castes","Urban","Very worried",1
12255,1.03067107178,"2024","Uttar Pradesh","Shahjahanpur","Uttar Pradesh, Shahjahanpur","Female","30-44","Other Castes","Urban","Very worried",1
12256,0.4002606104,"2024","UT","Andaman & Nicobar Islands","UT, Andaman & Nicobar Islands","Female","30-44","Other Castes","Urban","Very worried",1
12257,0.83054076658,"2024","Jharkhand","Hazaribag","Jharkhand, Hazaribag","Male","18-29","Other Castes","Urban","Moderately worried",0
12258,0.96062546496,"2024","Jharkhand","Seraikela Kharsawan","Jharkhand, Seraikela Kharsawan","Female","30-44","Other Castes","Rural","Very worried",1
12259,0.28018242728,"2024","Uttar Pradesh","Azamgarh","Uttar Pradesh, Azamgarh","Female","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
12260,0.7504886445,"2024","Rajasthan","Ganganagar","Rajasthan, Ganganagar","Female","30-44","Other Castes","Rural","Very worried",1
12261,0.69044955294,"2024","Maharashtra","Ahmednagar","Maharashtra, Ahmednagar","Female","18-29","Other Castes","Rural","Very worried",1
12262,1.23080137698,"2024","Maharashtra","Pune","Maharashtra, Pune","Female","45+","Other Castes","Urban","Very worried",1
12264,1.54100335004,"2024","Uttar Pradesh","Ballia","Uttar Pradesh, Ballia","Female","30-44","Other Castes","Rural","Moderately worried",0
12265,0.87056682762,"2024","Maharashtra","Jalgaon","Maharashtra, Jalgaon","Female","45+","Other Castes","Rural","Very worried",1
12266,1.2007818312,"2024","Madhya Pradesh","Alirajpur","Madhya Pradesh, Alirajpur","Male","18-29","Scheduled Castes/Tribes","Rural","Very worried",1
12267,0.67043652242,"2024","Maharashtra","Thane","Maharashtra, Thane","Female","45+","Other Castes","Urban","Moderately worried",0
12268,0.78050819028,"2024","NE","East Garo Hills","NE, East Garo Hills","Female","45+","Other Castes","Rural","Very worried",1
12269,0.73047561398,"2024","Rajasthan","Chittorgarh","Rajasthan, Chittorgarh","Male","30-44","Other Castes","Rural","Moderately worried",0
12270,0.72046909872,"2024","Jharkhand","Palamu","Jharkhand, Palamu","Female","18-29","Other Castes","Rural","Moderately worried",0
12271,0.8505537971,"2024","Gujarat","Surendranagar","Gujarat, Surendranagar","Male","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
12272,0.53034530878,"2024","Jharkhand","Koderma","Jharkhand, Koderma","Male","18-29","Other Castes","Urban","Very worried",1
12274,0.72046909872,"2024","Maharashtra","Pune","Maharashtra, Pune","Female","30-44","Other Castes","Urban","Not very worried",0
12275,0.58037788508,"2024","Jharkhand","Ranchi","Jharkhand, Ranchi","Female","30-44","Scheduled Castes/Tribes","Urban","Very worried",1
12276,0.91059288866,"2024","Chattisgarh","Durg","Chattisgarh, Durg","Male","18-29","Other Castes","Urban","Not at all worried",0
12278,0.72046909872,"2024","Tamil Nadu","Coimbatore","Tamil Nadu, Coimbatore","Female","30-44","Other Castes","Urban","Not at all worried",0
12280,4.89318596214,"2024","Uttar Pradesh","Mainpuri","Uttar Pradesh, Mainpuri","Male","45+","Other Castes","Rural","Very worried",1
12281,0.6504234919,"2024","Bihar","Bhagalpur","Bihar, Bhagalpur","Female","30-44","Other Castes","Urban","Very worried",1
12282,1.56101638056,"2024","Maharashtra","Satara","Maharashtra, Satara","Female","45+","Other Castes","Rural","Moderately worried",0
12283,0.7504886445,"2024","NE","West Garo Hills","NE, West Garo Hills","Male","30-44","Other Castes","Rural","Not at all worried",0
12284,1.07069713282,"2024","NE","East Khasi Hills","NE, East Khasi Hills","Female","45+","Other Castes","Urban","Very worried",1
12285,1.39090562114,"2024","Rajasthan","Karauli","Rajasthan, Karauli","Female","45+","Scheduled Castes/Tribes","Rural","Very worried",1
12286,0.4002606104,"2024","Maharashtra","Pune","Maharashtra, Pune","Female","45+","Other Castes","Urban","Moderately worried",0
12287,0.84054728184,"2024","Gujarat","Gandhinagar","Gujarat, Gandhinagar","Male","45+","Other Castes","Urban","Not at all worried",0
12288,1.51098380426,"2024","Jharkhand","Dhanbad","Jharkhand, Dhanbad","Female","30-44","Other Castes","Rural","Very worried",1
12289,0.74048212924,"2024","Jharkhand","Bokaro","Jharkhand, Bokaro","Female","30-44","Other Castes","Urban","Moderately worried",0
12290,0.37024106462,"2024","Jharkhand","East Singhbhum","Jharkhand, East Singhbhum","Female","30-44","Other Castes","Urban","Very worried",1
12291,1.27082743802,"2024","Maharashtra","Buldhana","Maharashtra, Buldhana","Female","18-29","Other Castes","Rural","Moderately worried",0
12292,0.53034530878,"2024","Bihar","Buxar","Bihar, Buxar","Female","18-29","Other Castes","Rural","Moderately worried",0
12293,0.84054728184,"2024","Jharkhand","Dhanbad","Jharkhand, Dhanbad","Female","18-29","Other Castes","Rural","Moderately worried",0
12294,0.87056682762,"2024","Maharashtra","Beed","Maharashtra, Beed","Female","30-44","Other Castes","Rural","Very worried",1
12296,0.64041697664,"2024","Jharkhand","Giridih","Jharkhand, Giridih","Female","18-29","Other Castes","Urban","Very worried",1
12297,0.71046258346,"2024","Tamil Nadu","Thanjavur","Tamil Nadu, Thanjavur","Female","18-29","Other Castes","Urban","Moderately worried",0
12298,0.94061243444,"2024","Bihar","Sitamarhi","Bihar, Sitamarhi","Female","18-29","Other Castes","Rural","Very worried",1
12299,1.31085349906,"2024","Bihar","Banka","Bihar, Banka","Female","30-44","Other Castes","Rural","Very worried",1
12300,0.96062546496,"2024","Jharkhand","Bokaro","Jharkhand, Bokaro","Female","18-29","Scheduled Castes/Tribes","Rural","Very worried",1
12301,0.67043652242,"2024","Maharashtra","Nagpur","Maharashtra, Nagpur","Female","45+","Other Castes","Urban","Not at all worried",0
12302,0.9506189497,"2024","Maharashtra","Akola","Maharashtra, Akola","Female","30-44","Other Castes","Rural","Very worried",1
12303,2.31150502506,"2024","Goa","North Goa","Goa, North Goa","Female","18-29","Scheduled Castes/Tribes","Urban","Very worried",1
12305,0.64041697664,"2024","Uttar Pradesh","Allahabad","Uttar Pradesh, Allahabad","Male","30-44","Other Castes","Urban","Moderately worried",0
12306,0.84054728184,"2024","Bihar","Patna","Bihar, Patna","Female","30-44","Other Castes","Rural","Moderately worried",0
12307,0.32020848832,"2024","Bihar","Muzaffarpur","Bihar, Muzaffarpur","Female","45+","Other Castes","Urban","Moderately worried",0
12308,0.61039743086,"2024","Rajasthan","Bikaner","Rajasthan, Bikaner","Male","18-29","Scheduled Castes/Tribes","Urban","Not very worried",0
12309,1.4509447127,"2024","Jharkhand","West Singhbhum","Jharkhand, West Singhbhum","Female","45+","Scheduled Castes/Tribes","Rural","Very worried",1
12310,0.76049515976,"2024","Jharkhand","Hazaribag","Jharkhand, Hazaribag","Female","30-44","Other Castes","Rural","Moderately worried",0
12311,0.7504886445,"2024","Uttar Pradesh","Bulandshahr","Uttar Pradesh, Bulandshahr","Female","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
12312,0.84054728184,"2024","Uttar Pradesh","Hapur (Panchsheel Nagar)","Uttar Pradesh, Hapur (Panchsheel Nagar)","Male","30-44","Other Castes","Rural","Very worried",1
12313,4.11267777186,"2024","Goa","North Goa","Goa, North Goa","Female","30-44","Other Castes","Urban","Very worried",1
12314,0.49031924774,"2024","Rajasthan","Ajmer","Rajasthan, Ajmer","Female","45+","Other Castes","Urban","Not at all worried",0
12315,0.92059940392,"2024","Uttar Pradesh","Hardoi","Uttar Pradesh, Hardoi","Male","30-44","Other Castes","Rural","Very worried",1
12316,0.87056682762,"2024","NE","East Khasi Hills","NE, East Khasi Hills","Female","18-29","Other Castes","Urban","Very worried",1
12317,1.2508144075,"2024","Maharashtra","Ratnagiri","Maharashtra, Ratnagiri","Female","45+","Other Castes","Urban","Not at all worried",0
12318,0.57037136982,"2024","Maharashtra","Nashik","Maharashtra, Nashik","Female","45+","Other Castes","Urban","Very worried",1
12320,0.41026712566,"2024","Maharashtra","Satara","Maharashtra, Satara","Female","30-44","Other Castes","Urban","Very worried",1
12321,0.9506189497,"2024","Uttar Pradesh","Ghazipur","Uttar Pradesh, Ghazipur","Female","30-44","Other Castes","Rural","Very worried",1
12322,0.93060591918,"2024","Rajasthan","Jodhpur","Rajasthan, Jodhpur","Male","18-29","Other Castes","Rural","Moderately worried",0
12323,2.23145290298,"2024","Bihar","Saran","Bihar, Saran","Female","45+","Other Castes","Rural","Very worried",1
12324,0.57037136982,"2024","NE","East Khasi Hills","NE, East Khasi Hills","Female","45+","Other Castes","Urban","Very worried",1
12325,1.51098380426,"2024","Uttar Pradesh","Banda","Uttar Pradesh, Banda","Female","30-44","Other Castes","Urban","Moderately worried",0
12326,0.73047561398,"2024","Rajasthan","Bundi","Rajasthan, Bundi","Male","30-44","Other Castes","Rural","Very worried",1
12327,0.69044955294,"2024","Rajasthan","Churu","Rajasthan, Churu","Female","18-29","Other Castes","Rural","Very worried",1
12328,0.82053425132,"2024","Bihar","Banka","Bihar, Banka","Male","30-44","Scheduled Castes/Tribes","Rural","Not at all worried",0
12329,1.07069713282,"2024","Madhya Pradesh","Datia","Madhya Pradesh, Datia","Female","18-29","Other Castes","Rural","Very worried",1
12330,0.44028667144,"2024","Bihar","Muzaffarpur","Bihar, Muzaffarpur","Female","45+","Other Castes","Urban","Not at all worried",0
12331,0.97063198022,"2024","Bihar","Vaishali","Bihar, Vaishali","Female","18-29","Other Castes","Rural","Very worried",1
12332,1.07069713282,"2024","Maharashtra","Satara","Maharashtra, Satara","Female","45+","Other Castes","Urban","Moderately worried",0
12333,0.66043000716,"2024","Bihar","Saran","Bihar, Saran","Female","30-44","Other Castes","Rural","Moderately worried",0
12334,0.5503583393,"2024","Maharashtra","Aurangabad","Maharashtra, Aurangabad","Female","30-44","Other Castes","Rural","Very worried",1
12335,1.61104895686,"2024","Maharashtra","Pune","Maharashtra, Pune","Female","45+","Other Castes","Rural","Very worried",1
12336,0.8505537971,"2024","Bihar","Aurangabad","Bihar, Aurangabad","Female","18-29","Scheduled Castes/Tribes","Rural","Very worried",1
12337,0.98063849548,"2024","NE","West Garo Hills","NE, West Garo Hills","Female","18-29","Other Castes","Rural","Moderately worried",0
12338,0.74048212924,"2024","Jharkhand","Godda","Jharkhand, Godda","Female","30-44","Other Castes","Rural","Moderately worried",0
12339,0.71046258346,"2024","Bihar","Katihar","Bihar, Katihar","Male","18-29","Other Castes","Rural","Very worried",1
12340,1.72112062472,"2024","Tamil Nadu","Chennai","Tamil Nadu, Chennai","Male","30-44","Other Castes","Rural","Very worried",1
12341,0.56036485456,"2024","Maharashtra","Buldhana","Maharashtra, Buldhana","Female","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
12342,1.26082092276,"2024","Uttar Pradesh","Kanpur Dehat (Ramabai Nagar)","Uttar Pradesh, Kanpur Dehat (Ramabai Nagar)","Male","30-44","Other Castes","Urban","Moderately worried",0
12343,1.26082092276,"2024","Bihar","Darbhanga","Bihar, Darbhanga","Female","45+","Other Castes","Rural","Not at all worried",0
12344,1.19077531594,"2024","Punjab","Kapurthala","Punjab, Kapurthala","Female","30-44","Other Castes","Rural","Very worried",1
12345,1.83119229258,"2024","Jharkhand","Hazaribag","Jharkhand, Hazaribag","Female","30-44","Other Castes","Urban","Moderately worried",0
12346,2.17141381142,"2024","Jharkhand","Dhanbad","Jharkhand, Dhanbad","Female","45+","Other Castes","Urban","Very worried",1
12347,1.3008469838,"2024","Uttar Pradesh","Meerut","Uttar Pradesh, Meerut","Female","30-44","Other Castes","Urban","Very worried",1
12348,1.06069061756,"2024","Maharashtra","Solapur","Maharashtra, Solapur","Male","18-29","Other Castes","Rural","Very worried",1
12349,0.31020197306,"2024","NE","Lawngtlai","NE, Lawngtlai","Female","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
12350,1.03067107178,"2024","Maharashtra","Aurangabad","Maharashtra, Aurangabad","Female","45+","Other Castes","Rural","Very worried",1
12351,0.83054076658,"2024","Maharashtra","Yavatmal","Maharashtra, Yavatmal","Male","45+","Other Castes","Rural","Very worried",1
12352,0.41026712566,"2024","Bihar","Begusarai","Bihar, Begusarai","Male","30-44","Other Castes","Rural","Very worried",1
12353,1.19077531594,"2024","Punjab","Barnala","Punjab, Barnala","Female","18-29","Other Castes","Rural","Very worried",1
12354,0.98063849548,"2024","Jharkhand","Garhwa","Jharkhand, Garhwa","Female","18-29","Other Castes","Rural","Moderately worried",0
